country_id;country_name;conflict_id;conflict_name;conflict_type_data_id;conflict_factor_data_id;conflict_intensity_data_id;conflict_subjects;conflict_history;conflict_regulation_practice;circle_coordinates;circle_custom_diameter;circle_conflict_type_data_id;circle_conflict_factors_data_id;circle_conflict_intensity_data_id;author;status;ДОПОЛН
169;Пакистан;55;Вазиристан;;;;Радикально-исламистские повстанческие группировки / федеральное правительство и вооруженные силы Пакистана;"Британская колониальная экспансия в регионе привела к оформлению в 1893 г. так называемой «линии Дюранда», которую британцы обозначили как границу между Британской Индией и Афганистаном. Граница разделила между двумя юрисдикциями территорию проживания этнических пуштунов, заложив основу для будущего территориального спора между независимыми Пакистаном и Афганистаном, который до сих пор не признает проведенную в колониальную эпоху границу и претендует на всю территорию «исторического Пуштунистана». Труднодоступные горные районы Вазиристана использовались афганскими моджахедами в качестве опорных пунктов после ограниченного ввода контингента советских войск в Афганистан и стали выполнять ту же функцию после интервенции войск США и их союзников в 2001 году.
Вынужденный отказаться от поддержки режима талибов и присоединиться к «глобальной войне с террором» Пакистан столкнулся с необходимостью ликвидировать развитую сеть террористических группировок, распространяющих идеи радикального исламизма и пуштунского национализма. Ряд контртеррористических операций вооруженных сил Пакистана против террористических группировок (самой известной из которых является «Движение Талибан Пакистана») имели ограниченный успех, но окончательного разрешения конфликта в ближайшее время не предвидится.";"Вооруженные силы Пакистана регулярно проводят масштабные контртеррористические операции, нацеленные на уничтожение лидеров террористических группировок, боевиков и используемой ими инфраструктуры – операция «Зарб-е-Азб» (2014), четыре фазы операции «Хайбер» (2014-2017).
Правительство и военное командование стремится наладить диалог с любым руководством Афганистана для установления контроля над границей между странами, что могло бы препятствовать свободному трансграничному перемещению боевиков – стремление добиться прихода к власти «доброжелательного» к Исламабаду руководства Афганистана обусловило поддержку Пакистаном «Движения Талибан».
На данный момент Исламабаду не удалось заручиться полноценной поддержкой ни одного из «кабульских правительств», а потому Пакистан занимается строительством пограничной инфраструктуры по «линии Дюранда» без согласования с Афганистаном.
Ранее входившие в состав Территории Племен Федерального Управления агентства Северный Вазиристан и Южный Вазиристан в 2018 году включены в состав провинции Хайбер-Пахтунхва с целью интеграции региона в федеральную систему административно-территориального управления.";29.70, 70.28;;103;201, 205, 206;303;Глеб Макаревич;new;0
170;Панама;;;;;;;;;;;;;;;;
171;Питкэрн;;;;;;;;;;;;;;;;
172;Перу;;;;;;;;;;;;;;;;
173;Филиппины;72;Филиппины;;;;Исламистские сепаратистские группировки «Мауте», «Абу Сайяф», «Бойцы исламского освобождения Бангсаморо» / Правительство Филиппин ;Конфликт имеет более чем четырехвековую историю: с 1565 г. народ моро оказывал сопротивление любой центральной власти Филиппин. Нынешний этап конфликта принято отсчитывать с 1968 г., когда солдаты филиппинской армии убили 11 курсантов-мусульман. Это вызвало очередной подъем национального самосознания среди моро и привело к формированию ряда общественно-политических движений, которые быстро радикализировались. Последовавший конфликт быстро приобрел этно-религиозную окраску. В 1980-90-х гг. правительству и повстанцам постепенно удалось достичь серии мирных соглашений, в результате чего часть движений сложила оружие. Отколовшиеся от них группы перешли к тактике террора, сблизившись с радикальными исламистами с Ближнего Востока, в частности, с «Аль-Каидой» и ИГ. В то время как менее радикальные группы согласились сложить оружие в обмен на частичное принятие своих требований, исламистские группировки продолжают вести войну против правительства. Наиболее известным эпизодом последних лет стало нападение в 2017 г. на город Марави, битва за который продолжалась почти полгода.;Политика религиозной толерантности, готовность предоставить автономию, одобрение местных культурно-религиозных практик.;11.02, 124.12;;103;204, 203, 205;302;Алексей Куприянов;new;0
174;Палау;;;;;;;;;;;;;;;;
175;Папуа - Новая Гвинея;54;Бугенвиль;;;;Сепаратистские группы в Автономном регионе Бугенвиль / Правительство Папуа – Новой Гвинеи ;В 1975 г. Северные Соломоновы острова объявили о своей независимости от управляемой Австралией территории Папуа – Новой Гвинеи, которая сама должна была получить независимость через 2 недели, однако позже вошли в состав Папуа – Новой Гвинеи. В 1988 г. сепаратисты подняли восстание, а в 1990 г. объявили о независимости региона Бугенвиль. Боевые действия с правительственными силами прекратились в 1997 г., было заключено перемирие. В 2000 г. был создан Автономный регион Бугенвиль, а также установлена возможность проведения референдума о независимости острова в будущем. Выборы первого автономного правительства были проведены в 2005 г. В 2019 г. прошел референдум о независимости, 98% жителей высказались за выход из состава Папуа – Новой Гвинеи. Власти Бугенвиля требуют признание независимости не позже 2027 г. Однако правительство Папуа – Новой Гвинеи, признав результаты референдума, пока не приняло решение, будет ли признана полная независимость Бугенвиля или же только расширенная автономия.;Предоставление автономии, проведение референдума о независимости региона;-8.21, 147.30;;103;202, 204;302;Александр Алёшин;new;0
176;Польша;;;;;;;;;;;;;;;;
177;Пуэрто-Рико;;;;;;;;;;;;;;;;
178;Северная Корея;;;;;;;;;;;;;;;;
179;Португалия;;;;;;;;;;;;;;;;
180;Парагвай;;;;;;;;;;;;;;;;
181;Государство Палестина;;;;;;;;;;;;;;;;
182;Французская Полинезия;;;;;;;;;;;;;;;;
183;Катар;;;;;;;;;;;;;;;;
184;Румыния;24;Трансильвания;;;;Румынское большинство / венгерское меньшинство;"Противостояние интересов румынского большинства и этнически мобилизованного венгерского меньшинства (сегодня венгры составляют около 20% населения региона) долгое время политико-территориальный характер. В период 1918-1947 гг. статус территории сменился 4 раза, соответственно менялся статус венгров и румын. В первый социалистический период (1947-1965 гг.) правительство реализовывало советский принцип права наций на самоопределение. В 1947-1959 гг. в университете г. Клужа – главном интеллектуальном центре Трансильвании – преподавание велось исключительно на венгерском языке; в 1962 г. Сегедский университет был назван в честь венгерского поэта Йожефа Аттилы. Во второй социалистический период (правление Чаушеску, 1965-1989 гг.) политика по отношению к меньшинствам приняла националистический характер (венгры как «румыны венгерского происхождения»). Автономия венгров (секеи) на востоке Трансильвании была ликвидирована. Революция 1989 г. началась именно среди венгерского меньшинства Трансильвании, была создана этническая венгерская партия «Демократический союз венгров Румынии» (1989 г.). Венгерское меньшинство политически разделено на две неравные части – умеренные (большая) и радикалы (меньшая). Первая часть требует национально-культурной автономии (в частности, преобразования Университета в Клуже в венгерский), вторая – признания венгров вторым конституирующим румынское государство народом и выделения отдельного территориального венгерского образования в Трансильвании. В 2009 г. на севере в районе исторического компактного проживания венгров провозглашена не признанная Центром автономия Секуйский край.";"Регулирование опирается на Закон о выборах (1992 г., организация политического представительства для этнических меньшинств) и Закон об образовании (1995 г., гарантирует возможность получения образования на родном языке, соотнесен с Европейской рамочной конвенцией о защите национальных меньшинств). В 1996 г. венгры впервые в истории были представлены в румынском парламенте; начато расширение сети средних школ для детей венгров, созданы университетские колледжи с обучением на венгерском языке и подготовлены новые учебники (в рамках сотрудничества румынского правительства и Всемирного банка). Права меньшинств гарантированы Конституцией. Департамент по межэтническим отношениям – подразделение правительства Румынии – координирует работу по поддержанию венгерского культурного и информационного пространства (7 театров, более 20 радиостанций и телепрограмм, более 100 газет и журналов на венгерском языке), сложилась сеть неправительственных организаций по поддержанию венгерской культурной самобытности. Межэтнические проблемы курирует Верховный комиссар ОБСЕ по делам национальных меньшинств, стабилизирующую роль играет членство Румынии в ЕС.";45.93, 24.98;;102;201, 203, 206;301;???;old;0
185;Российская Федерация;;;;;;;;;;;;;;;;
186;Руанда;40;Конфликт хуту и тутси ;;;;Сообщество хуту / сообщество тутси;Основные стороны конфликта – народность (племенное сообщество) тутси, составляющие меньшинство (около 14%), но традиционно доминировавшие в политике и экономике страны, и народность хуту (составляющие 85% населения). В колониальный период осуществлялась дискриминация хуту по этническому признаку (как более низкорослых). После провозглашения независимости (до 1962 г. Руанда была колонией Бельгии) хуту вытеснили тутси с монопольных позиций в органах власти и управления, начались этнические чистки. Конфликт захватил территорию Бурунди, в него были вовлечены Уганда и Демократическая Республика Конго. В 1994 г. после убийства Президента Руанды эскалация насилия привела к резне, в которой только за сто дней погибли более миллиона человек (тутси и несогласных с насилием хуту). После прихода к власти Руандийского патриотического фронта (РПФ, тутси) около 2 млн хуту бежали из страны, многие затем возвратились. После череды провалов мирных соглашений в 2004 г. была принята новая конституция с ориентацией на национальное примирение и строительство единой руандийской нации. Глава государства – Президент П. Кагаме, лидер РПФ, при нем тутси нарастили свое участие в органах власти.;После взрыва насилия 1994 г. - политика идентичности «одной (руандийской) нации», исключение проблем этничности из политического дискурса и публичного пространства (ликвидация соответствующей графы в паспортах, служивших во время геноцида инструментом выявления «врагов»). Политика памяти, ряд судебных процессов над участвовавшими в массовых убийствах и их подстрекателями. Успешное экономическое развитие на основе реализации масштабных международных программ помощи.;-3.36, 29.9;;101;202, 204, 201;304;???;old;0
187;Западная Сахара;;;;;;;;;;;;;;;;
188;Саудовская Аравия;;;;;;;;;;;;;;;;
189;Судан;41;Дарфурский Конфликт ;;;;Военные формирования суданской армии и ополчения (Джанджавид) / повстанческие группировки (множество участников, в т.ч. криминальные группировки);Судан – одна из беднейших стран Африки, В 2003 г. после обнаружения запасов нефти в провинции Дарфур конфликт между повстанцами и правительственными войсками привел к гибели около 300 тыс. мирного населения, около 3 млн стали беженцами (оценки). Это крупнейшая гуманитарная катастрофа XXI века.;"Мирное соглашение (2004) при международном посредничестве. В 2007 г. учреждена специальная миссия ООН (ЮНАМИД); миротворческая миссия Африканского Союза. Соглашения о мирном урегулировании (дорожная карта 2016 г.) между правительством Судана и группировками повстанцев.";14.94, 30.47;;103;204, 202;306;???;old;0
190;Южный Судан;42;Южный Судан;;;;Повстанческие группировки (множество участников, в т.ч. криминальные группировки) / правительство Южного Судана ;"Гражданская война (три волны с 1955 г. по наст. время) между сообществами северного Судана (арабское население) и Юга (негроидное население); введение на всей территории страны исламских законов способствовало эскалации конфликтности: на юге большинство населения – христиане. В 2011 г. путем отделения южных провинций образовалось государство Южный Судан, в состав которого вошли нефтеносные районы Юга (основные запасы находится в ЮС, а нефтепроводы проходят по территории Судана). В 2013 г. в ЮС началась гражданская война между сторонниками правительства (при поддержке военных сил Уганды) и бывшего вице-президента. Гибель мирного населения и массовый голод способствовали одностороннему (со стороны правительства) прекращению огня и началу процесса национального примирения.";После провозглашения по итогам референдума независимого государства Южный Судан (ЮС, 2011) достигнуто соглашение о возобновлении нефтедобычи между Суданом и ЮС. Миротворческая операция ООН в ЮС (с 2013 г.), в 2017 г. – одностороннее прекращение огня со стороны центрального правительства и начало «национального диалога». В основе конфликта – борьба за ресурсы.;7.54, 30.43;;103;205, 204, 202;302;???;old;0
191;Сенегал;;;;;;;;;;;;;;;;
192;Сингапур;;;;;;;;;;;;;;;;
193;Южная Георгия и Южные Сандвичевы острова;;;;;;;;;;;;;;;;
194;Святой Елены, Вознесения и Тристана-да-Куньи;;;;;;;;;;;;;;;;
195;Соломоновы острова;;;;;;;;;;;;;;;;
196;Сьерра-Леоне;;;;;;;;;;;;;;;;
197;Сальвадор;;;;;;;;;;;;;;;;
198;Сан-Марино;;;;;;;;;;;;;;;;
199;Сомалиленд;;;;;;;;;;;;;;;;
200;Сомали;;;;;;;;;;;;;;;;
201;Сен-Пьер и Микелон;;;;;;;;;;;;;;;;
202;Сербия;22;Конфликт в Косово;;;;Косовские албанцы/Сербия;В средние века ядро сербского государства сложилось на территории Косова. В XIV-XVIII в. здесь же располагался престол сербского патриарха. Вплоть до начала XX в. большинство жителей Косова составляли сербы, которые издревле соседствовали с албанцами. Истоки современного косовского конфликта - в событиях Второй мировой войны, когда край с большим албанским сообществом был присоединен к оккупированной Италией Албании. После войны, стремясь погасить межэтнический конфликт, лидер Югославии И. Броз Тито, с одной стороны, запретил изгнанным ранее сербам возвращаться в автономный край Косово, а с другой стороны, подвергал репрессиям подозреваемых в этническом национализме албанцев. На этом фоне в 1968 и 1981 гг. в Косово произошли серьезные межэтнические столкновения. После распада СФРЮ политико-территориальный конфликт с этнорелигиозной окраской шел по нарастающей и вылился в боевые действия между югославской армией и косовскими повстанцами, прошедшими подготовку в военных лагерях на территории Албании и объединенными в Армию освобождения Косова (1998-1999 гг.) После бомбардировок Югославии силами НАТО в 1999 г. Косово фактически отделилось от Югославии. В 2001 г. были выработаны «Конституционные рамки временного самоуправления в Косово». В них были установлены права национальных общин организовывать административные органы для управления своими делами и реализации своей языковой, национальной и культурной самобытности. В 2007 г. появилось Всеобъемлющее предложение по урегулированию статуса Косово (более известное как план Ахтисаари, по имени его автора, бывшего президента Финляндии) с предложениями по децентрализации власти и организации политического представительства меньшинств, во многом определившее черты будущей Конституции Косово (с 2008 г. – частично признанное государство).;В Конституции Косова закреплён мультиэтничный статус государства (ст. 3), сербский язык стал вторым государственным, а языки других меньшинств – официально используемыми (ст. 5). Меньшинствам гарантируется поддержание и развитие культурной идентичности, получение образования на родном языке (ст. 59). Есть договоренность о создании Сообщества сербских муниципалитетов Косово. Однако действующие представительские практики не гарантируют меньшинствам реального участия в принятии решений даже на местном уровне. При наличии у муниципалитетов автономии не прописано разграничение компетенций с центральными органами. В Косово действует институт Международного гражданского представителя (МГП), задачей является отслеживание соблюдения Соглашения по урегулированию 2007 г. Есть две базы НАТО (база Бондстил выступает в качестве основного опорного пункта).;42.59, 20.91;;103;204, 205, 201, 206;302;Сергей Артеев;upd;0
203;Сан-Томе и Принсипи;;;;;;;;;;;;;;;;
204;Суринам;;;;;;;;;;;;;;;;
205;Словакия;;;;;;;;;;;;;;;;
206;Словения;;;;;;;;;;;;;;;;
207;Швеция;;;;;;;;;;;;;;;;
208;Свазиленд;;;;;;;;;;;;;;;;
209;Синт-Маартен (голландская часть);;;;;;;;;;;;;;;;
210;Сейшельские острова;;;;;;;;;;;;;;;;
211;Сирийская Арабская Республика;74;Конфликт в Сирийском Курдистане;;;;Партия «Демократический союз», Курдский национальный совет (Сирийский демократический совет) / Центральное правительство Сирии/ Сирийская национальная армия (при поддержке Турции)/ международные террористические организации (включая ИГИЛ, ХТШ) ;"Конфликт курдов с центральным сирийским правительством обострился с 2012 г. из-за нерешенности вопросов предоставления курдам прав политического и культурного представительства и территориальной автономии (широкий разброс требований – от автономии курдам в составе сирийского государства до требования создания независимого государства Сирийского Курдистана). Данный конфликт является частью гражданской войны в Сирии.
Исторически у сирийских курдов складывались сложные отношения с официальным Дамаском. Правительство Сирии проводило дискриминационную политику в отношении курдского меньшинства во многих сферах общественной и политической жизни. Курды в основном проживают богатом ресурсами и в стратегически важном регионе в северо-восточной части Сирии. Довоенная численность оценивалась ок. 10% от общего населения страны.
С самого начала конфликта в Сирии курды объявили, что будут придерживаться нейтралитета. Активная фаза конфликта началась в июле 2012 года, когда курды взяли под свой контроль правительственные здания и образовали Высший курдский совет, ставшего фактическим органом управления курдскими территориями. Это было связано с ослаблением центральной власти на местах. Начиная с мая 2013 года Отряды народной самообороны (YPG) вступили в борьбу с боевиками Сирийской свободной армии и исламистами, выступая в роли «третьей силы» в конфликте. После активизации в Сирии «Исламского государства» (ИГ, запрещено в РФ) курды стали взаимодействовать с правительственными войсками. Наиболее значимой победой стало освобождение в январе 2015 года от ИГ города Кобани. В дальнейшем при помощи своих соратников из Турции и Ирака, а также ВВС США разгромить в ожесточенных боях основные силы джихадистов и освободить Восточный берег реки Евфрат.
В 2016-2019 годах турецкие войска и поддерживаемые ими вооружённые формирования сирийской оппозиции оккупировали часть территории Сирийского Курдистана в результате ряда военных операций против курдских формирований, которые Турция считает террористическими. 
В октябре 2019 года по договорённости с Автономной администрацией Северной и Восточной Сирии на территории, контролировавшийся курдами, были введены сирийские правительственные войска, вышедшие на сирийско-турецкую границу. Курдские отряды самообороны были выведены за пределы 30-километровой зоны от границы. Безопасность в этой зоне поддерживает российская военная полиция, патрулирующая зону совместно с турецкой армией.
В 2020-2021 годах произошли столкновения между Сирийскими демократическими силами и Силами национальной обороны (добровольческое военизированное формирование, созданные при поддержке сирийского правительства) в районе Камышлы на северо-востоке Сирии. Однако благодаря вмешательству России, ситуацию удалось разрешить.";"Начиная с 2012-2013 гг. сирийским курдам в сжатые сроки на подконтрольных территориях удалось создать временные органы самоуправления в условиях гражданской войны в Сирии – Высший курдский совет. 
В январе 2014 года объявлено о создании в северо-восточной Сирии трех анклавов, которые были объявлены кантонами: Африн, Кобани и Джазира и была утверждена временная конституция (также известная как общественный договор). 
В 2015 г. был создан Сирийский демократический совет, который является политическим крылом Сирийских демократических сил. Наиболее влиятельная политическая сила в регионе — Партия «Демократический союз» (PYD), составляющая с союзниками основу системы местного самоуправления — «Движения за демократическое общество» (TEV-DEM). В систему институтов TEV-DEM включены как политические, так и культурные ценности курдов — школы с обязательным преподаванием на курдском языке, организации за права женщин, профсоюзы, молодёжные центры.
В марте 2016 г. было объявлено о проекте федерализации северо-восточной Сирии – официальное название Автономная администрация Северной и Восточной Сирии. 
В настоящее время Сирийский Курдистан представляет собой фактически автономный регион со своими вооружёнными силами и правоохранительными органами, правительством и школами с преподаванием на курдском языке.
Официальный Дамаск и оппозиция не признали автономию, но не препятствовали ее функционированию. В апреле 2015 года сирийские власти заявляли о готовности обсуждать с курдами условия предоставления им автономии после завершения конфликта в стране. Правительство Асада, восстановив с помощью ВС РФ, Ирана и шиитских отрядов из Ливана и других стран контроль над двумя третями территории САР (здесь осталась примерно треть довоенного населения страны), стало требовать от курдов разоружения и передачи контроля за северо-востоком Сирии правительственным войскам. Дамаск заявляет, что никаких национально-этнических автономий конституцией страны не предусмотрены.
Официально курдские политические организации на межсирийских переговорах по будущему государственному устройству в Женеве и в Астане не были представлены. 
С 2018 г.  при посредничестве российской стороны ведутся с переменным успехом переговоры на разных уровнях между курдами и официальным Дамаском, которые касаются экономического и политического взаимодействия. Дамаск настаивает на полной интеграции в его войска курдских военизированных формирований, являющихся основой архитектуры безопасности на востоке, и на возвращении нефтяных месторождений, в то время как для курдов принципиально важно разрешить вопрос своего статуса.";36.45, 38.87;;101;202, 201, 203, 204, 206;302;Ибрагим Ибрагимов;new_20.06.2022;0
211;Сирийская Арабская Республика;75;Гражданская война в Сирии;;;;Партия «Демократический союз», Курдский национальный совет (Сирийский демократический совет) / Центральное правительство Сирии/ Сирийская национальная армия (при поддержке Турции)/ международные террористические организации (включая ИГИЛ, ХТШ);"В марте 2011 года на волне Арабской весны антиправительственные выступления привели к массовым беспорядкам в различных городах Сирии, а уже позже переросли в полномасштабный вооружённый конфликт. Конфликт как локальное гражданское противостояние и переросший в восстание против режима Башара Асада, в которое с течением времени оказались вовлечены не только основные государства региона, но и международные организации и мировые державы. Основные требования оппозиции включали отставку президента Башара Асада, отмену действовавшего с 1962 года режима чрезвычайного положения и проведение в стране демократических преобразований.
Первоначально боевые действия велись между правительственной армией и формированиями «Свободной сирийской армии» (ССА). Головной организацией сирийской оппозиции стал Сирийский национальный совет (СНС), в который на тот период входили все антиправительственные фракции. Из-за раскола в рядах повстанцев позиции ССА существенно ослабли, и светская оппозиция отошла на второй план. Ведущую роль в противостоянии правительственным силам стали играть различного рода исламистские группировки.
В 2014-2015 гг. стремительное наступление ИГИЛ и захват террористами значительных территорий Сирии и Ирака стали основанием для новой эскалации и поводом военной кампании мировых держав (США и его союзников, России и Ирана). 
В 2016-2019 гг. турецкие вооруженные силы провели совместно с подготовленными на турецкой территории отрядами так называемой Сирийской национальной армии несколько операции для создания буферной зоны на границе Турции и Сирии. Целью операции была заявлена борьба с террористами ИГ, фактически же главным противником Анкары были сирийские курды, создавшие в марте 2016 года вдоль границы свою автономию. 
К 2017 г. ИГИЛ был разгромлен. Остатки сил его в последнее время избегают открытых вооружённых столкновений и делают ставку на методы партизанской войны. 
В течение 2018-2019 годах сирийским правительственным войскам, проправительственным формированиям и союзникам удалось восстановить контроль над обширными территориями в центре, на юге и юго-западе Сирии, ликвидировав многочисленные анклавы вооружённой оппозиции. Из четырёх зон деэскалации, созданных в 2017 году на территории Сирии при посредничестве России, Турции и Ирана, к концу 2018 года осталась лишь одна, охватывавшая провинцию Идлиб и северные районы провинции Хама. Эта зона контралируется соперничающими между собой группировками («Хайят Тахрир аш-Шам» (ХТШ), «Джебхат Тахрир Сурия» и др.) при наличии контрольно-наблюдательных постов турецких ВС.
Между тем завершение активной фазы боевых действий не привело к установлению мира - сирийская оппозиция и поддерживающие её внешние силы продолжали заявлять, что не намерены участвовать в послевоенном восстановлении страны, если у власти останется Башар Асад.";"Сирийский мирный процесс представляет собой комплекс инициатив и планов на различных площадках по урегулированию конфликта. 
Заметные шаги к мирному урегулированию сирийского конфликта сформировались только в октябре-ноябре 2015 г. на Венских мирных переговорах при участии США, ЕС, России, Китая и различных региональных игроков.
Этот мирный процесс лег в основу Резолюции 2254 СБ ООН от 18 декабря 2015 г., ставший основным международно-правовым документом урегулирования сирийского кризиса. Документ призывает к прекращению огня и политическому урегулированию ситуации в Сирии. На основе этого документа выработана дорожная карта политических преобразований в Сирии (создание полиэтнического общества, включающего все религиозные и этнические общины Сирии; создание новой конституции Сирии и проведении свободных и справедливых выборов в течение 18 месяцев).
В 2016-2017 гг. прошли Женевские межсирийские переговоры, под эгидой ООН в соответствии с резолюцией СБ ООН №2254, между сирийским правительством и оппозицией. Однако женевские переговоры так и не смогли стать эффективной площадкой в вопросе реализации политического диалога, что объяснялось чрезмерно широким представительством оппозиционных группировок, ставящих перед собой подчас разные задачи и конфликтующих друг с другом, что затрудняло выработку ими единого подхода к решению сирийской проблемы.
В результате вектор переговорного процесса по Сирии сместился в сторону более локальных, но в то же время и более практических договоренностей. Астанинский процесс – площадка, инициированная Россией, Турцией и Ираном для переговоров между представителями официального сирийского правительства и вооружённых группировок, оппозиционных по отношению к правительству. Основные результаты к 2022 г.: 
- создание рабочей группы по мониторингу соблюдения режима прекращения огня;
- зоны деэскалации;
- гуманитарные вопросы (расширения мер доверия между противоборствующими сторонами через освобождение задержанных, передача тел погибших и поиск пропавших без вести).
Сочинские переговоры в январе-июле 2018 г. на разных уровнях (Конгресс сирийского национального диалога; Встреча стран-гарантов перемирия) дали возможность согласиться на подготовку юридическую основу послевоенного устройства страны (был запущен процесс формированию сирийского конституционного комитета). 
С 2019 г. в Женеве начались заседания сирийского конституционного комитета для разработки новой конституции Сирии под эгидой Организации Объединенных Наций. Планируется, что в комитет войдут по 50 человек от правительства, оппозиции и гражданского общества.";32.24, 37.73;;102;204, 201, 203, 202, 206;306;Ибрагим Ибрагимов;new;0
